Relic,Win
Velvet Choker,False
Matryoshka,False
Nunchaku,False
Bag of Preparation,False
Question Card,False
PreservedInsect,False
Lee's Waffle,False
Art of War,False
Medical Kit,False
Calling Bell,False
Regal Pillow,False
Darkstone Periapt,False
Champion Belt,False
Black Blood,False
Whetstone,False
Orichalcum,False
Gremlin Horn,False
Centennial Puzzle,False
Gambling Chip,False
Ancient Tea Set,False
Strawberry,False
Burning Blood,True
Unceasing Top,True
Pear,True
Toy Ornithopter,True
Runic Pyramid,True
Happy Flower,True
Toolbox,True
Lizard Tail,True
Bird Faced Urn,True
Matryoshka,True
Coffee Dripper,True
Charon's Ashes,True
CaptainsWheel,True
Lantern,True
Potion Belt,True
Frozen Egg 2,True
Thread and Needle,True
Burning Blood,False
Ancient Tea Set,False
Akabeko,False
Charon's Ashes,False
Orichalcum,False
Runic Pyramid,False
Potion Belt,False
Kunai,False
Lantern,False
Burning Blood,True
White Beast Statue,True
Akabeko,True
Red Skull,True
Snecko Eye,True
Vajra,True
Letter Opener,True
Eternal Feather,True
Coffee Dripper,True
Dead Branch,True
Pen Nib,True
Brimstone,True
Magic Flower,True
Bronze Scales,True
Burning Blood,False
MealTicket,False
Bag of Marbles,False
PreservedInsect,False
WarpedTongs,False
Mark of Pain,False
TheAbacus,False
Bird Faced Urn,False
Art of War,False
Charon's Ashes,False
FossilizedHelix,False
The Courier,False
Bag of Preparation,False
Whetstone,False
SlaversCollar,False
Pen Nib,False
Centennial Puzzle,False
Dead Branch,False
TungstenRod,False
Burning Blood,False
Boot,False
WarpedTongs,False
Oddly Smooth Stone,False
Centennial Puzzle,False
CeramicFish,False
Bag of Marbles,False
Runic Pyramid,False
MealTicket,False
Burning Blood,False
Smiling Mask,False
Unceasing Top,False
Burning Blood,False
Bag of Preparation,False
Blood Vial,False
Bag of Marbles,False
Ectoplasm,False
TungstenRod,False
Orichalcum,False
Torii,False
Toxic Egg 2,False
Runic Pyramid,False
Red Mask,False
Eternal Feather,False
Letter Opener,False
Burning Blood,False
Golden Idol,False
Darkstone Periapt,False
Calipers,False
Burning Blood,False
Medical Kit,False
Pear,False
War Paint,False
Red Skull,False
MawBank,False
Cursed Key,False
TheAbacus,False
Bottled Lightning,False
Regal Pillow,False
Burning Blood,False
Red Skull,False
Ornamental Fan,False
Sundial,False
Pocketwatch,False
Odd Mushroom,False
Astrolabe,False
Membership Card,False
War Paint,False
Burning Blood,False
Dream Catcher,False
The Courier,False
Darkstone Periapt,False
Strawberry,False
Burning Blood,False
Smiling Mask,False
Omamori,False
Pear,False
MawBank,False
Coffee Dripper,False
Burning Blood,False
Boot,False
Kunai,False
Mummified Hand,False
Regal Pillow,False
Burning Blood,True
Golden Idol,True
HornCleat,True
Ancient Tea Set,True
Blood Vial,True
CaptainsWheel,True
Sundial,True
Mark of Pain,True
StrikeDummy,True
Bottled Tornado,True
Toy Ornithopter,True
SlaversCollar,True
Medical Kit,True
Red Skull,True
Bag of Marbles,True
Dream Catcher,True
Anchor,True
Burning Blood,False
Toolbox,False
Potion Belt,False
Burning Blood,False
CultistMask,False
Burning Blood,False
Medical Kit,False
Bag of Preparation,False
PreservedInsect,False
Bag of Marbles,False
Regal Pillow,False
Ectoplasm,False
Nunchaku,False
Eternal Feather,False
Letter Opener,False
Mango,False
Kunai,False
Coffee Dripper,False
Oddly Smooth Stone,False
Pen Nib,False
Vajra,False
Mercury Hourglass,False
Burning Blood,False
Ice Cream,False
MawBank,False
Regal Pillow,False
Bag of Marbles,False
Bag of Preparation,False
Burning Blood,False
Orrery,False
TungstenRod,False
Potion Belt,False
Letter Opener,False
Paper Frog,False
TheAbacus,False
Toxic Egg 2,False
Burning Blood,False
CeramicFish,False
Girya,False
Anchor,False
Pantograph,False
Ornamental Fan,False
Coffee Dripper,False
Meat on the Bone,False
Torii,False
Nilry's Codex,False
War Paint,False
Black Star,False
Burning Blood,False
Red Skull,False
Self Forming Clay,False
CaptainsWheel,False
StoneCalendar,False
Black Star,False
MutagenicStrength,False
Pen Nib,False
Bag of Preparation,False
Ornamental Fan,False
PreservedInsect,False
Bag of Marbles,False
Question Card,False
Regal Pillow,False
Art of War,False
Lantern,False
Burning Blood,False
Golden Idol,False
Pen Nib,False
PreservedInsect,False
Whetstone,False
Cursed Key,False
Oddly Smooth Stone,False
Spirit Poop,False
War Paint,False
Toolbox,False
Burning Blood,False
Potion Belt,False
Juzu Bracelet,False
Burning Blood,False
Sling,False
CeramicFish,False
Regal Pillow,False
Kunai,False
Burning Blood,False
Kunai,False
Mercury Hourglass,False
Odd Mushroom,False
MawBank,False
Brimstone,False
Pandora's Box,False
Self Forming Clay,False
Pen Nib,False
Membership Card,False
InkBottle,False
Mummified Hand,False
Fusion Hammer,False
Lantern,False
Burning Blood,False
Golden Idol,False
Pen Nib,False
MawBank,False
Akabeko,False
Odd Mushroom,False
Coffee Dripper,False
ClockworkSouvenir,False
Letter Opener,False
Bronze Scales,False
Incense Burner,False
Bottled Lightning,False
Burning Blood,False
Burning Blood,False
NeowsBlessing,False
Old Coin,False
WingedGreaves,False
Turnip,False
Happy Flower,False
Astrolabe,False
Sling,False
Gremlin Horn,False
Enchiridion,False
Shuriken,False
Mummified Hand,False
Smiling Mask,False
Toxic Egg 2,False
Burning Blood,False
Golden Idol,False
HornCleat,False
Burning Blood,True
Brimstone,True
War Paint,True
Calipers,True
Paper Frog,True
Red Skull,True
CeramicFish,True
Snecko Eye,True
Question Card,True
Potion Belt,True
MawBank,True
Torii,True
SlaversCollar,True
Pocketwatch,True
Ice Cream,True
CaptainsWheel,True
DollysMirror,True
Omamori,True
Dream Catcher,True
Bronze Scales,True
Burning Blood,False
Membership Card,False
Pocketwatch,False
Blue Candle,False
Mercury Hourglass,False
CeramicFish,False
Pantograph,False
Snecko Eye,False
PreservedInsect,False
The Courier,False
Potion Belt,False
Red Skull,False
Strawberry,False
Burning Blood,False
Dead Branch,False
Akabeko,False
Question Card,False
Bronze Scales,False
Girya,False
SlaversCollar,False
Art of War,False
Sundial,False
Oddly Smooth Stone,False
Fusion Hammer,False
Toolbox,False
Pen Nib,False
Charon's Ashes,False
Toy Ornithopter,False
Akabeko,False
Snecko Eye,False
Prayer Wheel,False
Bottled Tornado,False
Vajra,False
WingedGreaves,False
Astrolabe,False
Old Coin,False
Lizard Tail,False
Frozen Egg 2,False
War Paint,False
Paper Frog,False
InkBottle,False
Burning Blood,False
Omamori,False
Bronze Scales,False
Potion Belt,False
Runic Pyramid,False
PreservedInsect,False
Paper Frog,False
Question Card,False
Singing Bowl,False
Burning Blood,False
MawBank,False
Mercury Hourglass,False
Dream Catcher,False
Akabeko,False
Charon's Ashes,False
Sozu,False
Meat on the Bone,False
Magic Flower,False
Omamori,False
Astrolabe,False
Smiling Mask,False
Strawberry,False
Happy Flower,False
Brimstone,False
Snecko Eye,False
Akabeko,False
Bronze Scales,False
Calling Bell,False
Meat on the Bone,False
Charon's Ashes,False
War Paint,False
White Beast Statue,False
Ornamental Fan,False
Centennial Puzzle,False
Boot,False
Burning Blood,False
Torii,False
Incense Burner,False
Du-Vu Doll,False
Calling Bell,False
Potion Belt,False
The Courier,False
Thread and Needle,False
ClockworkSouvenir,False
StrikeDummy,False
Ginger,False
InkBottle,False
Blood Vial,False
Charon's Ashes,False
Mummified Hand,False
Black Star,False
Dream Catcher,False
CeramicFish,False
Burning Blood,False
CeramicFish,False
FossilizedHelix,False
Pear,False
InkBottle,False
Bag of Preparation,False
Runic Dome,False
Orrery,False
War Paint,False
Smiling Mask,False
Ancient Tea Set,False
Mercury Hourglass,False
Oddly Smooth Stone,False
Empty Cage,False
Toy Ornithopter,False
Burning Blood,False
NeowsBlessing,False
Burning Blood,False
Happy Flower,False
Vajra,False
Bronze Scales,False
Art of War,False
Orrery,False
Philosopher's Stone,False
Enchiridion,False
Torii,False
The Courier,False
Burning Blood,False
Golden Idol,False
Thread and Needle,False
Sundial,False
Red Skull,False
Runic Pyramid,False
Nilry's Codex,False
Burning Blood,True
Omamori,True
Singing Bowl,True
Vajra,True
Toolbox,True
Red Skull,True
Mercury Hourglass,True
Runic Pyramid,True
Question Card,True
Art of War,True
Gambling Chip,True
InkBottle,True
Fusion Hammer,True
Thread and Needle,True
Oddly Smooth Stone,True
Blue Candle,True
Orichalcum,True
Strawberry,True
HandDrill,True
White Beast Statue,True
Incense Burner,True
Bronze Scales,True
Pantograph,True
Burning Blood,False
Lizard Tail,False
Happy Flower,False
Burning Blood,False
Bronze Scales,False
Golden Idol,False
War Paint,False
Burning Blood,False
Dream Catcher,False
Burning Blood,True
Pear,True
Frozen Egg 2,True
Molten Egg 2,True
Self Forming Clay,True
Runic Pyramid,True
Sling,True
Pen Nib,True
Centennial Puzzle,True
Sundial,True
Lizard Tail,True
Letter Opener,True
Du-Vu Doll,True
Coffee Dripper,True
Happy Flower,True
Gremlin Horn,True
Unceasing Top,True
Singing Bowl,True
InkBottle,True
Burning Blood,False
White Beast Statue,False
CeramicFish,False
Red Skull,False
Centennial Puzzle,False
Snecko Eye,False
Bronze Scales,False
PreservedInsect,False
Question Card,False
WingedGreaves,False
Singing Bowl,False
Burning Blood,False
Paper Frog,False
Ancient Tea Set,False
Bag of Preparation,False
Pantograph,False
Cursed Key,False
MutagenicStrength,False
Akabeko,False
Burning Blood,False
InkBottle,False
Boot,False
Juzu Bracelet,False
Bronze Scales,False
ClockworkSouvenir,False
Burning Blood,False
Golden Idol,False
Potion Belt,False
Smiling Mask,False
Odd Mushroom,False
Cursed Key,False
Orrery,False
Burning Blood,False
Golden Idol,False
Blood Vial,False
Art of War,False
Omamori,False
Burning Blood,False
Strawberry,False
Golden Idol,False
Oddly Smooth Stone,False
The Courier,False
Dream Catcher,False
Mango,False
StrikeDummy,False
Velvet Choker,False
Question Card,False
Prayer Wheel,False
Burning Blood,False
Membership Card,False
Red Skull,False
HornCleat,False
Kunai,False
Sozu,False
Blue Candle,False
Pear,False
Akabeko,False
Burning Blood,False
Peace Pipe,False
Torii,False
Brimstone,False
Prayer Wheel,False
Pandora's Box,False
Red Mask,False
Burning Blood,False
Question Card,False
Tiny Chest,False
MealTicket,False
Pandora's Box,False
Blue Candle,False
Burning Blood,True
Golden Idol,True
Toxic Egg 2,True
Prayer Wheel,True
Regal Pillow,True
Vajra,True
Toy Ornithopter,True
Runic Pyramid,True
Red Mask,True
Smiling Mask,True
PreservedInsect,True
Red Skull,True
Pen Nib,True
Calling Bell,True
MealTicket,True
Paper Frog,True
Charon's Ashes,True
Membership Card,True
Old Coin,True
Champion Belt,True
Bird Faced Urn,True
CaptainsWheel,True
Oddly Smooth Stone,True
Lizard Tail,True
Self Forming Clay,True
Akabeko,True
Burning Blood,False
Unceasing Top,False
Tiny Chest,False
Cursed Key,False
Akabeko,False
Question Card,False
Anchor,False
Fusion Hammer,False
Burning Blood,False
Dead Branch,False
The Courier,False
Tiny Chest,False
Smiling Mask,False
Cursed Key,False
Burning Blood,False
Strawberry,False
Kunai,False
Gremlin Horn,False
Ice Cream,False
Burning Blood,False
Ornamental Fan,False
WingedGreaves,False
Burning Blood,False
Akabeko,False
Pantograph,False
Blue Candle,False
Bird Faced Urn,False
Art of War,False
Juzu Bracelet,False
Burning Blood,False
Akabeko,False
Ancient Tea Set,False
Regal Pillow,False
WarpedTongs,False
Runic Pyramid,False
Brimstone,False
War Paint,False
Blood Vial,False
PreservedInsect,False
Coffee Dripper,False
Paper Frog,False
Smiling Mask,False
Potion Belt,False
Burning Blood,False
White Beast Statue,False
Ornamental Fan,False
Burning Blood,True
WarpedTongs,True
HornCleat,True
Mercury Hourglass,True
Frozen Egg 2,True
Pantograph,True
Fusion Hammer,True
ClockworkSouvenir,True
Bronze Scales,True
Gremlin Horn,True
Orichalcum,True
Bag of Marbles,True
Snecko Eye,True
Chemical X,True
Boot,True
Blue Candle,True
Membership Card,True
StrikeDummy,True
Burning Blood,False
Peace Pipe,False
Incense Burner,False
Ice Cream,False
Bag of Marbles,False
Burning Blood,False
Art of War,False
Mummified Hand,False
Sundial,False
Akabeko,False
Whetstone,False
Charon's Ashes,False
Runic Pyramid,False
Shuriken,False
Oddly Smooth Stone,False
Paper Frog,False
FossilizedHelix,False
Ancient Tea Set,False
Fusion Hammer,False
Burning Blood,True
Ancient Tea Set,True
Vajra,True
Anchor,True
Golden Idol,True
Shuriken,True
CeramicFish,True
Velvet Choker,True
Brimstone,True
Toxic Egg 2,True
Ornamental Fan,True
Oddly Smooth Stone,True
Gambling Chip,True
Magic Flower,True
Mercury Hourglass,True
MealTicket,True
Snecko Eye,True
Du-Vu Doll,True
CaptainsWheel,True
Incense Burner,True
Molten Egg 2,True
HornCleat,True
Gremlin Horn,True
Burning Blood,False
Centennial Puzzle,False
Blood Vial,False
Blue Candle,False
Mango,False
StrikeDummy,False
Kunai,False
Coffee Dripper,False
Omamori,False
Eternal Feather,False
Bag of Marbles,False
Toy Ornithopter,False
Philosopher's Stone,False
Bottled Lightning,False
CaptainsWheel,False
PreservedInsect,False
Prayer Wheel,False
Bird Faced Urn,False
Burning Blood,False
The Courier,False
Eternal Feather,False
Membership Card,False
Astrolabe,False
Singing Bowl,False
Burning Blood,False
Mango,False
MealTicket,False
Ornamental Fan,False
Torii,False
ClockworkSouvenir,False
Golden Idol,False
Velvet Choker,False
Toxic Egg 2,False
Burning Blood,False
Burning Blood,False
Bronze Scales,False
Pear,False
Burning Blood,False
Meat on the Bone,False
Burning Blood,False
Golden Idol,False
Kunai,False
Molten Egg 2,False
Burning Blood,False
Dream Catcher,False
Pantograph,False
MawBank,False
Burning Blood,False
Ancient Tea Set,False
Boot,False
Vajra,False
Pantograph,False
Matryoshka,False
Runic Dome,False
Orrery,False
Burning Blood,False
Toy Ornithopter,False
Eternal Feather,False
Burning Blood,False
Bag of Preparation,False
HornCleat,False
Matryoshka,False
Frozen Egg 2,False
Charon's Ashes,False
Burning Blood,False
Shuriken,False
Happy Flower,False
White Beast Statue,False
Calipers,False
Astrolabe,False
Brimstone,False
Pear,False
Unceasing Top,False
Singing Bowl,False
Burning Blood,False
Nunchaku,False
Centennial Puzzle,False
FossilizedHelix,False
CeramicFish,False
Burning Blood,True
Boot,True
Anchor,True
Toy Ornithopter,True
Ectoplasm,True
Orichalcum,True
Nunchaku,True
Bag of Preparation,True
Strawberry,True
Runic Pyramid,True
Old Coin,True
Singing Bowl,True
Lizard Tail,True
Calipers,True
Charon's Ashes,True
Ring of the Snake,False
Golden Idol,False
Pantograph,False
PreservedInsect,False
Orrery,False
Ring of the Snake,False
Anchor,False
Bottled Flame,False
Molten Egg 2,False
MealTicket,False
Ring of the Snake,False
Strawberry,False
Oddly Smooth Stone,False
Ancient Tea Set,False
Ring of the Snake,False
The Specimen,False
PreservedInsect,False
MealTicket,False
Ring of the Snake,False
FossilizedHelix,False
Ring of the Snake,False
Prayer Wheel,False
Sundial,False
Ring of the Snake,True
Snake Skull,True
Centennial Puzzle,True
Akabeko,True
Ornamental Fan,True
Lantern,True
Nloth's Gift,True
Medical Kit,True
Fusion Hammer,True
Turnip,True
Mango,True
Pocketwatch,True
Meat on the Bone,True
Pen Nib,True
Ring of the Snake,False
Golden Idol,False
Snake Skull,False
Sundial,False
Black Star,False
PreservedInsect,False
Medical Kit,False
Molten Egg 2,False
Potion Belt,False
Ring of the Snake,False
Akabeko,False
MealTicket,False
Ring of the Snake,False
Unceasing Top,False
Regal Pillow,False
Centennial Puzzle,False
Ring of the Snake,False
The Specimen,False
Bag of Preparation,False
Pear,False
Bottled Lightning,False
Ring of the Snake,True
NeowsBlessing,True
Old Coin,True
Question Card,True
Membership Card,True
StrikeDummy,True
Shuriken,True
Paper Crane,True
Ornamental Fan,True
Pen Nib,True
Busted Crown,True
Molten Egg 2,True
War Paint,True
Frozen Eye,True
InkBottle,True
Astrolabe,True
MawBank,True
Ice Cream,True
PreservedInsect,True
TheAbacus,True
Kunai,True
Bottled Flame,True
Ring of the Snake,False
Orichalcum,False
Nunchaku,False
Vajra,False
HornCleat,False
Coffee Dripper,False
Lizard Tail,False
Eternal Feather,False
Ring of the Snake,False
Centennial Puzzle,False
Gremlin Horn,False
Smiling Mask,False
Coffee Dripper,False
Shuriken,False
Pear,False
Old Coin,False
Lee's Waffle,False
Blood Vial,False
Runic Dome,False
Blue Candle,False
MawBank,False
Whetstone,False
Mercury Hourglass,False
Ring of the Snake,False
Shuriken,False
Bag of Preparation,False
Ring of the Snake,False
NeowsBlessing,False
Shovel,False
Pen Nib,False
Ring of the Snake,False
Potion Belt,False
Singing Bowl,False
TungstenRod,False
Ring of the Snake,False
NeowsBlessing,False
Anchor,False
Toolbox,False
Nunchaku,False
Golden Idol,False
Ring of the Snake,False
NeowsBlessing,False
Orichalcum,False
Singing Bowl,False
Darkstone Periapt,False
Odd Mushroom,False
Sundial,False
Runic Pyramid,False
Ring of the Snake,False
Orrery,False
The Courier,False
Blood Vial,False
InkBottle,False
Runic Dome,False
Pantograph,False
Art of War,False
Ring of the Snake,False
Dead Branch,False
Golden Idol,False
Ancient Tea Set,False
Paper Crane,False
Smiling Mask,False
Shuriken,False
Cursed Key,False
Ornamental Fan,False
Toxic Egg 2,False
Peace Pipe,False
Coffee Dripper,False
PreservedInsect,False
Gremlin Horn,False
Bag of Preparation,False
Calipers,False
Whetstone,False
Ring of the Snake,False
Bloody Idol,False
White Beast Statue,False
Molten Egg 2,False
Kunai,False
SacredBark,False
Orrery,False
Ring of the Snake,False
Regal Pillow,False
Dream Catcher,False
Happy Flower,False
Toy Ornithopter,False
Letter Opener,False
SlaversCollar,False
Ring of the Snake,False
Golden Idol,False
Ring of the Snake,True
Kunai,True
Oddly Smooth Stone,True
Bronze Scales,True
Sundial,True
HoveringKite,True
Medical Kit,True
Art of War,True
Singing Bowl,True
Anchor,True
InkBottle,True
Shuriken,True
Runic Dome,True
Shovel,True
White Beast Statue,True
DollysMirror,True
Bag of Marbles,True
Frozen Egg 2,True
Gambling Chip,True
Incense Burner,True
Dream Catcher,True
Prayer Wheel,True
Ring of the Snake,True
Bag of Preparation,True
Art of War,True
White Beast Statue,True
Philosopher's Stone,True
Pear,True
Matryoshka,True
TheAbacus,True
Oddly Smooth Stone,True
PreservedInsect,True
Anchor,True
Lantern,True
Du-Vu Doll,True
Toolbox,True
Mercury Hourglass,True
Happy Flower,True
Ring of the Snake,False
Torii,False
Matryoshka,False
Akabeko,False
Dream Catcher,False
Lantern,False
Ring of the Snake,True
Bronze Scales,True
War Paint,True
InkBottle,True
WristBlade,True
Nunchaku,True
Kunai,True
Mercury Hourglass,True
Busted Crown,True
Gremlin Horn,True
Lee's Waffle,True
Blue Candle,True
Lantern,True
Paper Crane,True
Ring of the Snake,True
Ninja Scroll,True
PreservedInsect,True
Letter Opener,True
Strawberry,True
Calling Bell,True
Smiling Mask,True
Mummified Hand,True
TungstenRod,True
Peace Pipe,True
CaptainsWheel,True
Toxic Egg 2,True
Oddly Smooth Stone,True
Red Mask,True
Runic Dome,True
StoneCalendar,True
Toy Ornithopter,True
MawBank,True
Bottled Lightning,True
InkBottle,True
Kunai,True
Ring of the Snake,False
Ice Cream,False
Toolbox,False
Singing Bowl,False
Incense Burner,False
Ring of the Snake,False
InkBottle,False
Mango,False
Coffee Dripper,False
Toolbox,False
Red Mask,False
CeramicFish,False
Anchor,False
Smiling Mask,False
War Paint,False
Ring of the Snake,False
Orichalcum,False
The Specimen,False
Pandora's Box,False
Anchor,False
Red Mask,False
Potion Belt,False
Singing Bowl,False
Ring of the Snake,True
Golden Idol,True
Orichalcum,True
Happy Flower,True
Anchor,True
Membership Card,True
Whetstone,True
Runic Pyramid,True
Red Mask,True
Omamori,True
MawBank,True
Bag of Preparation,True
White Beast Statue,True
Nunchaku,True
HoveringKite,True
Ice Cream,True
InkBottle,True
Regal Pillow,True
Smiling Mask,True
TheAbacus,True
Mango,True
Bag of Marbles,True
Orrery,True
Centennial Puzzle,True
Boot,True
Pantograph,True
Ring of the Snake,False
PreservedInsect,False
Orichalcum,False
Ancient Tea Set,False
Coffee Dripper,False
Lantern,False
Centennial Puzzle,False
Calling Bell,False
Art of War,False
Frozen Egg 2,False
WingedGreaves,False
OrangePellets,False
Ring of the Snake,False
Meat on the Bone,False
Boot,False
Vajra,False
Bloody Idol,False
Pen Nib,False
Fusion Hammer,False
Bag of Preparation,False
HornCleat,False
Akabeko,False
Philosopher's Stone,False
DollysMirror,False
Ring of the Snake,False
Orrery,False
Whetstone,False
Shuriken,False
Ancient Tea Set,False
Cursed Key,False
Ring of the Snake,False
Ginger,False
Molten Egg 2,False
Shuriken,False
Bloody Idol,False
WristBlade,False
Ring of the Snake,False
Sundial,False
Eternal Feather,False
Ring of the Snake,False
Bag of Preparation,False
Blood Vial,False
Regal Pillow,False
Coffee Dripper,False
Frozen Eye,False
MawBank,False
StrikeDummy,False
Torii,False
Fusion Hammer,False
Whetstone,False
Toxic Egg 2,False
Ring of the Snake,False
Toy Ornithopter,False
Dream Catcher,False
Bag of Marbles,False
Pear,False
Lizard Tail,False
Singing Bowl,False
Astrolabe,False
Nilry's Codex,False
Lee's Waffle,False
Blue Candle,False
Art of War,False
Shuriken,False
Snake Skull,False
SlaversCollar,False
Ornamental Fan,False
CeramicFish,False
The Specimen,False
Sundial,False
Boot,False
Ring of the Snake,False
MawBank,False
Kunai,False
Ring of the Snake,False
InkBottle,False
WingedGreaves,False
Ancient Tea Set,False
Centennial Puzzle,False
HoveringKite,False
Incense Burner,False
Membership Card,False
Ring of the Snake,False
Golden Idol,False
Ring of the Snake,False
Ring of the Snake,False
Pear,False
PreservedInsect,False
Strawberry,False
Art of War,False
Ring of the Snake,False
NeowsBlessing,False
Snake Skull,False
InkBottle,False
Lantern,False
Singing Bowl,False
Cursed Key,False
Orrery,False
Red Mask,False
Ring of the Snake,False
Potion Belt,False
Letter Opener,False
Happy Flower,False
Ring of the Snake,False
StrikeDummy,False
War Paint,False
Coffee Dripper,False
Bag of Preparation,False
Ring of the Snake,False
Ring of the Snake,False
Bird Faced Urn,False
Ancient Tea Set,False
Ring of the Snake,True
Happy Flower,True
Potion Belt,True
Bottled Lightning,True
Singing Bowl,True
Runic Dome,True
MutagenicStrength,True
Bronze Scales,True
HornCleat,True
OrangePellets,True
Ancient Tea Set,True
TungstenRod,True
Philosopher's Stone,True
Old Coin,True
Centennial Puzzle,True
White Beast Statue,True
Gremlin Horn,True
Smiling Mask,True
Molten Egg 2,True
Membership Card,True
TwistedFunnel,True
Akabeko,True
FossilizedHelix,True
Ring of the Snake,False
Snake Skull,False
Toy Ornithopter,False
Blood Vial,False
Happy Flower,False
Toolbox,False
Ring of the Snake,False
Toxic Egg 2,False
Frozen Egg 2,False
Ring of the Snake,False
Mercury Hourglass,False
Toy Ornithopter,False
Philosopher's Stone,False
Ring of the Snake,False
Happy Flower,False
Shuriken,False
Bronze Scales,False
HoveringKite,False
ClockworkSouvenir,False
Mummified Hand,False
Frozen Egg 2,False
Bottled Lightning,False
Ring of the Snake,False
Golden Idol,False
OrangePellets,False
Toxic Egg 2,False
Ring of the Snake,False
Lantern,False
Bag of Marbles,False
Vajra,False
Cursed Key,False
Molten Egg 2,False
Pocketwatch,False
Coffee Dripper,False
Prayer Wheel,False
Tough Bandages,False
Ring of the Snake,False
Dream Catcher,False
Blood Vial,False
Happy Flower,False
Ring of the Snake,False
Ring of the Snake,False
Old Coin,False
Letter Opener,False
Ice Cream,False
Kunai,False
Runic Pyramid,False
FossilizedHelix,False
Omamori,False
Singing Bowl,False
HoveringKite,False
Molten Egg 2,False
Boot,False
MawBank,False
WristBlade,False
Whetstone,False
Boot,False
Ring of the Snake,False
Boot,False
Ring of the Snake,False
Frozen Egg 2,False
Mummified Hand,False
Ornamental Fan,False
Bloody Idol,False
Astrolabe,False
Snake Skull,False
Nunchaku,False
Bottled Lightning,False
Du-Vu Doll,False
Pear,False
Fusion Hammer,False
Mango,False
CeramicFish,False
White Beast Statue,False
Shovel,False
War Paint,False
Blue Candle,False
Pocketwatch,False
Letter Opener,False
Ring of the Snake,False
Mango,False
Smiling Mask,False
ClockworkSouvenir,False
StrikeDummy,False
Tiny House,False
Lee's Waffle,False
Centennial Puzzle,False
Ring of the Snake,False
Orichalcum,False
Mummified Hand,False
Lizard Tail,False
Anchor,False
Philosopher's Stone,False
Nloth's Gift,False
DollysMirror,False
Happy Flower,False
Bag of Preparation,False
Empty Cage,False
Blue Candle,False
OrangePellets,False
Ring of the Snake,False
Toolbox,False
Tiny Chest,False
Art of War,False
Ancient Tea Set,False
Calling Bell,False
Strawberry,False
Darkstone Periapt,False
Thread and Needle,False
Ginger,False
Ring of the Snake,False
Dream Catcher,False
Golden Idol,False
Vajra,False
Lantern,False
MealTicket,False
SacredBark,False
Medical Kit,False
Anchor,False
Ring of the Snake,False
Toolbox,False
Dream Catcher,False
Mercury Hourglass,False
Thread and Needle,False
Happy Flower,False
Sundial,False
Pandora's Box,False
Bottled Lightning,False
Vajra,False
CaptainsWheel,False
Nilry's Codex,False
Molten Egg 2,False
Busted Crown,False
CeramicFish,False
MealTicket,False
Gambling Chip,False
Letter Opener,False
Ring of the Snake,False
InkBottle,False
Gambling Chip,False
Thread and Needle,False
Astrolabe,False
Orrery,False
The Courier,False
Sundial,False
Pocketwatch,False
Ring of the Snake,False
Bag of Marbles,False
Dead Branch,False
Calipers,False
Lizard Tail,False
Runic Pyramid,False
OrangePellets,False
Du-Vu Doll,False
Whetstone,False
Ice Cream,False
Ring of the Snake,False
Potion Belt,False
TungstenRod,False
Blue Candle,False
Art of War,False
Happy Flower,False
Oddly Smooth Stone,False
HoveringKite,False
Ring of the Snake,False
Bag of Marbles,False
Lantern,False
MealTicket,False
Pandora's Box,False
Enchiridion,False
StoneCalendar,False
Happy Flower,False
Astrolabe,False
Pocketwatch,False
Ring of the Snake,False
Bag of Marbles,False
WingedGreaves,False
Matryoshka,False
Shovel,False
InkBottle,False
Omamori,False
Runic Pyramid,False
Ring of the Snake,False
Thread and Needle,False
Anchor,False
Centennial Puzzle,False
Fusion Hammer,False
MealTicket,False
Smiling Mask,False
Nunchaku,False
Ring of the Snake,False
Omamori,False
Boot,False
Golden Idol,False
Ring of the Snake,False
WingedGreaves,False
Bird Faced Urn,False
Bottled Flame,False
OrangePellets,False
Ring of the Snake,False
Pocketwatch,False
Shuriken,False
Orichalcum,False
Akabeko,False
Empty Cage,False
Red Mask,False
Bottled Tornado,False
Regal Pillow,False
Ring of the Snake,False
Tiny Chest,False
Happy Flower,False
MealTicket,False
Whetstone,False
Bag of Marbles,False
Empty Cage,False
Red Mask,False
Medical Kit,False
Gremlin Horn,False
Unceasing Top,False
Snake Skull,False
Akabeko,False
Bronze Scales,False
Black Star,False
FossilizedHelix,False
Lee's Waffle,False
WingedGreaves,False
InkBottle,False
Toy Ornithopter,False
CeramicFish,False
Ninja Scroll,False
Juzu Bracelet,False
Tingsha,False
Strawberry,False
PreservedInsect,False
Vajra,False
Ring of the Snake,False
Lantern,False
Toy Ornithopter,False
Anchor,False
Membership Card,False
Bottled Lightning,False
Philosopher's Stone,False
Strawberry,False
Question Card,False
Snake Skull,False
Ring of the Snake,False
Paper Crane,False
MawBank,False
HoveringKite,False
War Paint,False
Ring of the Snake,False
Toolbox,False
Pen Nib,False
Bloody Idol,False
Kunai,False
Eternal Feather,False
Tingsha,False
Shovel,False
TungstenRod,False
SacredBark,False
Happy Flower,False
Ring of the Snake,False
Golden Idol,False
Orichalcum,False
Bottled Tornado,False
MawBank,False
Lee's Waffle,False
Runic Pyramid,False
OrangePellets,False
Potion Belt,False
Ancient Tea Set,False
Ring of the Snake,False
Bronze Scales,False
Anchor,False
Ring of the Snake,True
White Beast Statue,True
Toxic Egg 2,True
Pantograph,True
Runic Pyramid,True
Torii,True
